Fight,Winner,Defeated,Referee,Date,Country,Location,Title_Bout,Weight_Class,R_fighter,B_fighter,Winning_Corner,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Carlos Felipe vs Justin Tafa,Carlos Felipe,Justin Tafa,Herb Dean,16/01/2021,United Arab Emirates,Abu Dhabi,Non Title Fight,Heavyweight,Carlos Felipe,Justin Tafa,Red,182.88,187.96,264,182.88,190.5,245,27,26
Joaquin Buckley vs Alessio Di Chirico,Alessio Di Chirico,Joaquin Buckley,Keith Peterson,16/01/2021,United Arab Emirates,Abu Dhabi,Non Title Fight,Middleweight,Joaquin Buckley,Alessio Di Chirico,Blue,182.88,187.96,185,177.8,193.04,185,31,26
Punahele Soriano vs Dusko Todorovic,Punahele Soriano,Dusko Todorovic,Herb Dean,16/01/2021,United Arab Emirates,Abu Dhabi,Non Title Fight,Middleweight,Punahele Soriano,Dusko Todorovic,Red,185.42,187.96,185,180.34,182.88,185,26,28
David Zawada vs Ramazan Emeev,Ramazan Emeev,David Zawada,Jason Herzog,16/01/2021,United Arab Emirates,Abu Dhabi,Non Title Fight,Welterweight,David Zawada,Ramazan Emeev,Blue,177.8,193.04,170,182.88,190.5,170,33,30
Santiago Ponzinibbio vs Li Jingliang,Li Jingliang,Santiago Ponzinibbio,Jason Herzog,16/01/2021,United Arab Emirates,Abu Dhabi,Non Title Fight,Welterweight,Santiago Ponzinibbio,Li Jingliang,Blue,182.88,180.34,170,182.88,185.42,170,32,34
Carlos Condit vs Matt Brown,Carlos Condit,Matt Brown,Marc Goddard,16/01/2021,United Arab Emirates,Abu Dhabi,Non Title Fight,Welterweight,Carlos Condit,Matt Brown,Red,182.88,190.5,170,187.96,190.5,170,40,36
Wu Yanan vs Joselyne Edwards,Joselyne Edwards,Wu Yanan,Jason Herzog,16/01/2021,United Arab Emirates,Abu Dhabi,Non Title Fight,Women Bantamweight,Wu Yanan,Joselyne Edwards,Blue,172.72,177.8,135,172.72,167.64,125,25,24
Sarah Moras vs Vanessa Melo,Vanessa Melo,Sarah Moras,Keith Peterson,16/01/2021,United Arab Emirates,Abu Dhabi,Non Title Fight,Women Bantamweight,Sarah Moras,Vanessa Melo,Blue,165.1,165.1,135,170.18,170.18,135,32,32
Marlon Moraes vs Rob Font,Rob Font,Marlon Moraes,Marc Goddard,19/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,Bantamweight,Marlon Moraes,Rob Font,Blue,172.72,180.34,135,167.64,170.18,135,33,32
Jose Aldo vs Marlon Vera,Jose Aldo,Marlon Vera,Dan Miragliotta,19/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,Bantamweight,Jose Aldo,Marlon Vera,Red,172.72,177.8,135,170.18,177.8,135,28,34
Deron Winn vs Antonio Arroyo,Deron Winn,Antonio Arroyo,Dan Miragliotta,19/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,CatchWeight,Deron Winn,Antonio Arroyo,Red,190.5,185.42,185,167.64,177.8,185,31,31
Christos Giagos vs Carlton Minus,Christos Giagos,Carlton Minus,Chris Tognoni,19/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,CatchWeight,Christos Giagos,Carlton Minus,Red,177.8,190.5,170,177.8,180.34,155,27,30
Jimmy Flick vs Cody Durden,Jimmy Flick,Cody Durden,Jerin Valel,19/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,Flyweight,Jimmy Flick,Cody Durden,Red,170.18,170.18,125,170.18,172.72,125,29,30
Marcin Tybura vs Greg Hardy,Marcin Tybura,Greg Hardy,Dan Miragliotta,19/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,Heavyweight,Marcin Tybura,Greg Hardy,Red,195.58,203.2,265,190.5,198.12,249,32,35
Tafon Nchukwi vs Jamie Pickett,Tafon Nchukwi,Jamie Pickett,Chris Tognoni,19/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Tafon Nchukwi,Jamie Pickett,Red,187.96,203.2,185,182.88,195.58,205,32,26
Stephen Thompson vs Geoff Neal,Stephen Thompson,Geoff Neal,Marc Goddard,19/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Stephen Thompson,Geoff Neal,Red,180.34,190.5,170,182.88,190.5,170,30,37
Anthony Pettis vs Alex Morono,Anthony Pettis,Alex Morono,Marc Goddard,19/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Anthony Pettis,Alex Morono,Red,180.34,182.88,170,177.8,182.88,155,30,33
Michel Pereira vs Khaos Williams,Michel Pereira,Khaos Williams,Mark Smith,19/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Michel Pereira,Khaos Williams,Red,182.88,195.58,170,185.42,185.42,170,26,27
Sijara Eubanks vs Pannie Kianzad,Pannie Kianzad,Sijara Eubanks,Mark Smith,19/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,Women Bantamweight,Sijara Eubanks,Pannie Kianzad,Blue,170.18,167.64,135,162.56,170.18,135,29,35
Gillian Robertson vs Taila Santos,Taila Santos,Gillian Robertson,Mark Smith,19/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,Women Flyweight,Gillian Robertson,Taila Santos,Blue,167.64,172.72,125,165.1,160.02,125,27,25
Gavin Tucker vs Billy Quarantillo,Gavin Tucker,Billy Quarantillo,Jerin Valel,12/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,Featherweight,Gavin Tucker,Billy Quarantillo,Red,177.8,177.8,145,167.64,167.64,145,32,34
Cub Swanson vs Daniel Pineda,Cub Swanson,Daniel Pineda,Mark Smith,12/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,Featherweight,Cub Swanson,Daniel Pineda,Red,170.18,175.26,145,172.72,177.8,145,35,37
Chase Hooper vs Peter Barrett,Chase Hooper,Peter Barrett,Chris Tognoni,12/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,Featherweight,Chase Hooper,Peter Barrett,Red,177.8,185.42,145,185.42,187.96,145,34,21
Deiveson Figueiredo vs Brandon Moreno,,,Jason Herzog,12/12/2020,USA,"Las Vegas, Nevada",Title Fight,Flyweight,Deiveson Figueiredo,Brandon Moreno,Draw,170.18,177.8,125,165.1,172.72,125,27,32
Junior Dos Santos vs Ciryl Gane,Ciryl Gane,Junior Dos Santos,Jerin Valel,12/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,Heavyweight,Junior Dos Santos,Ciryl Gane,Blue,193.04,205.74,245,193.04,195.58,238,30,36
Renato Moicano vs Rafael Fiziev,Rafael Fiziev,Renato Moicano,Chris Tognoni,12/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,Lightweight,Renato Moicano,Rafael Fiziev,Blue,172.72,180.34,155,180.34,182.88,155,27,31
Tony Ferguson vs Charles Oliveira,Charles Oliveira,Tony Ferguson,Mark Smith,12/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,Lightweight,Tony Ferguson,Charles Oliveira,Blue,177.8,187.96,155,180.34,193.04,155,31,36
Kevin Holland vs Jacare Souza,Kevin Holland,Jacare Souza,Mark Smith,12/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Kevin Holland,Jacare Souza,Red,185.42,182.88,185,190.5,205.74,185,41,28
Mackenzie Dern vs Virna Jandiroba,Mackenzie Dern,Virna Jandiroba,Jason Herzog,12/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,Women Strawweight,Mackenzie Dern,Virna Jandiroba,Red,160.02,162.56,115,162.56,160.02,115,32,27
Tecia Torres vs Sam Hughes,Tecia Torres,Sam Hughes,Jason Herzog,12/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,Women Strawweight,Tecia Torres,Sam Hughes,Red,165.1,162.56,115,154.94,152.4,115,28,31
Louis Smolka vs Jose Quinonez,Louis Smolka,Jose Quinonez,Jason Herzog,05/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,Bantamweight,Louis Smolka,Jose Quinonez,Red,172.72,175.26,135,175.26,172.72,135,30,29
Ilia Topuria vs Damon Jackson,Ilia Topuria,Damon Jackson,Mark Smith,05/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,Featherweight,Ilia Topuria,Damon Jackson,Red,180.34,180.34,145,170.18,175.26,145,32,23
Gian Villante vs Jake Collier,Jake Collier,Gian Villante,Chris Tognoni,05/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,Heavyweight,Gian Villante,Jake Collier,Blue,190.5,198.12,230,190.5,193.04,230,32,35
Ovince Saint Preux vs Jamahal Hill,Jamahal Hill,Ovince Saint Preux,Jason Herzog,05/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,LightHeavyweight,Ovince Saint Preux,Jamahal Hill,Blue,193.04,200.66,205,190.5,203.2,205,29,37
Roman Dolidze vs John Allan,Roman Dolidze,John Allan,Herb Dean,05/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,LightHeavyweight,Roman Dolidze,John Allan,Red,185.42,190.5,205,187.96,193.04,205,27,32
Matt Wiman vs Jordan Leavitt,Jordan Leavitt,Matt Wiman,Chris Tognoni,05/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,Lightweight,Matt Wiman,Jordan Leavitt,Blue,175.26,180.34,155,177.8,172.72,155,25,37
Gabriel Benitez vs Justin Jaynes,Gabriel Benitez,Justin Jaynes,,05/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,Lightweight,Gabriel Benitez,Justin Jaynes,Red,170.18,172.72,155,172.72,180.34,155,31,32
Jack Hermansson vs Marvin Vettori,Marvin Vettori,Jack Hermansson,Herb Dean,05/12/2020,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Jack Hermansson,Marvin Vettori,Blue,182.88,187.96,185,185.42,195.58,185,27,32
Martin Day vs Anderson Dos Santos,Anderson Dos Santos,Martin Day,Herb Dean,28/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Bantamweight,Martin Day,Anderson Dos Santos,Blue,165.1,177.8,135,177.8,185.42,145,35,32
Luke Sanders vs Nate Maness,Nate Maness,Luke Sanders,Jason Herzog,28/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,CatchWeight,Luke Sanders,Nate Maness,Blue,177.8,182.88,135,167.64,170.18,135,29,34
Spike Carlyle vs Bill Algeo,Bill Algeo,Spike Carlyle,Herb Dean,28/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Featherweight,Spike Carlyle,Bill Algeo,Blue,182.88,185.42,145,172.72,180.34,145,31,27
Jonathan Pearce vs Kai Kamaka,Jonathan Pearce,Kai Kamaka,Dan Miragliotta,28/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Featherweight,Jonathan Pearce,Kai Kamaka,Red,170.18,175.26,145,182.88,180.34,145,25,28
Su Mudaerji vs Malcolm Gordon,Su Mudaerji,Malcolm Gordon,Dan Miragliotta,28/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Flyweight,Su Mudaerji,Malcolm Gordon,Red,170.18,180.34,125,172.72,182.88,125,30,24
Josh Parisian vs Parker Porter,Parker Porter,Josh Parisian,Mark Smith,28/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Heavyweight,Josh Parisian,Parker Porter,Blue,182.88,190.5,265,193.04,200.66,265,35,31
Anthony Smith vs Devin Clark,Anthony Smith,Devin Clark,Herb Dean,28/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,LightHeavyweight,Anthony Smith,Devin Clark,Red,182.88,190.5,205,193.04,193.04,205,30,32
Miguel Baeza vs Takashi Sato,Miguel Baeza,Takashi Sato,Dan Miragliotta,28/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Miguel Baeza,Takashi Sato,Red,177.8,185.42,170,187.96,187.96,170,30,28
Ashlee Evans-Smith vs Norma Dumont,Norma Dumont,Ashlee Evans-Smith,Jason Herzog,28/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Women Bantamweight,Ashlee Evans-Smith,Norma Dumont,Blue,170.18,170.18,135,172.72,170.18,135,30,33
Gina Mazany vs Rachael Ostovich,Gina Mazany,Rachael Ostovich,Mark Smith,28/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Women Flyweight,Gina Mazany,Rachael Ostovich,Red,160.02,157.48,125,167.64,172.72,125,29,32
Brandon Moreno vs Brandon Royval,Brandon Moreno,Brandon Royval,Marc Goddard,21/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Flyweight,Brandon Moreno,Brandon Royval,Red,175.26,172.72,125,170.18,177.8,125,28,26
Deiveson Figueiredo vs Alex Perez,Deiveson Figueiredo,Alex Perez,Marc Goddard,21/11/2020,USA,"Las Vegas, Nevada",Title Fight,Flyweight,Deiveson Figueiredo,Alex Perez,Red,167.64,165.1,125,165.1,172.72,125,28,32
Mauricio Rua vs Paul Craig,Paul Craig,Mauricio Rua,Herb Dean,21/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,LightHeavyweight,Mauricio Rua,Paul Craig,Blue,190.5,193.04,205,185.42,193.04,205,32,38
Joaquin Buckley vs Jordan Wright,Joaquin Buckley,Jordan Wright,Herb Dean,21/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Joaquin Buckley,Jordan Wright,Red,187.96,195.58,205,177.8,193.04,185,29,26
Kyle Daukaus vs Dustin Stoltzfus,Kyle Daukaus,Dustin Stoltzfus,Mark Smith,21/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Kyle Daukaus,Dustin Stoltzfus,Red,182.88,190.5,185,190.5,193.04,185,29,27
Mike Perry vs Tim Means,Tim Means,Mike Perry,Marc Goddard,21/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Mike Perry,Tim Means,Blue,187.96,190.5,170,177.8,180.34,170,36,29
Daniel Rodriguez vs Nicolas Dalby,Nicolas Dalby,Daniel Rodriguez,Mark Smith,21/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Daniel Rodriguez,Nicolas Dalby,Blue,180.34,187.96,170,185.42,187.96,170,36,33
Louis Cosce vs Sasha Palatnikov,Sasha Palatnikov,Louis Cosce,Chris Tognoni,21/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Louis Cosce,Sasha Palatnikov,Blue,185.42,182.88,170,175.26,180.34,170,31,25
Alan Jouban vs Jared Gooden,Alan Jouban,Jared Gooden,Chris Tognoni,21/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Alan Jouban,Jared Gooden,Red,182.88,195.58,170,182.88,185.42,170,26,38
Katlyn Chookagian vs Cynthia Calvillo,Katlyn Chookagian,Cynthia Calvillo,Mark Smith,21/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Women Flyweight,Katlyn Chookagian,Cynthia Calvillo,Red,162.56,162.56,125,175.26,172.72,125,33,31
Antonina Shevchenko vs Ariane Lipski,Antonina Shevchenko,Ariane Lipski,Chris Tognoni,21/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Women Flyweight,Antonina Shevchenko,Ariane Lipski,Red,167.64,170.18,125,172.72,170.18,125,26,36
Valentina Shevchenko vs Jennifer Maia,Valentina Shevchenko,Jennifer Maia,Herb Dean,21/11/2020,USA,"Las Vegas, Nevada",Title Fight,Women Flyweight,Valentina Shevchenko,Jennifer Maia,Red,162.56,162.56,125,165.1,167.64,125,32,32
Geraldo de Freitas vs Tony Gravely,Tony Gravely,Geraldo de Freitas,Chris Tognoni,14/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Bantamweight,Geraldo de Freitas,Tony Gravely,Blue,165.1,175.26,135,170.18,182.88,135,29,29
Brendan Allen vs Sean Strickland,Sean Strickland,Brendan Allen,Herb Dean,14/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,CatchWeight,Brendan Allen,Sean Strickland,Blue,185.42,193.04,185,187.96,190.5,185,29,24
Don'Tale Mayes vs Roque Martinez,Don'Tale Mayes,Roque Martinez,Chris Tognoni,14/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Heavyweight,Don'Tale Mayes,Roque Martinez,Red,177.8,182.88,250,198.12,205.74,260,34,28
Paul Felder vs Rafael Dos Anjos,Rafael Dos Anjos,Paul Felder,Herb Dean,14/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Lightweight,Paul Felder,Rafael Dos Anjos,Blue,172.72,177.8,155,180.34,177.8,155,36,36
Abdul Razak Alhassan vs Khaos Williams,Khaos Williams,Abdul Razak Alhassan,Mark Smith,14/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Abdul Razak Alhassan,Khaos Williams,Blue,182.88,195.58,170,177.8,185.42,170,26,35
Alex Morono vs Rhys McKee,Alex Morono,Rhys McKee,Jason Herzog,14/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Alex Morono,Rhys McKee,Red,187.96,198.12,170,180.34,182.88,170,25,30
Kay Hansen vs Cory McKenna,Cory McKenna,Kay Hansen,Jason Herzog,14/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Women Strawweight,Kay Hansen,Cory McKenna,Blue,160.02,147.32,115,157.48,160.02,115,21,21
Randa Markos vs Kanako Murata,Kanako Murata,Randa Markos,Mark Smith,14/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Women Strawweight,Randa Markos,Kanako Murata,Blue,154.94,157.48,115,162.56,160.02,115,27,35
Ashley Yoder vs Miranda Granger,Ashley Yoder,Miranda Granger,Jason Herzog,14/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Women Strawweight,Ashley Yoder,Miranda Granger,Red,170.18,172.72,125,170.18,175.26,115,28,33
Raoni Barcelos vs Khalid Taha,Raoni Barcelos,Khalid Taha,Jason Herzog,07/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Bantamweight,Raoni Barcelos,Khalid Taha,Red,165.1,175.26,135,170.18,170.18,135,28,33
Gustavo Lopez vs Anthony Birchak,Gustavo Lopez,Anthony Birchak,Chris Tognoni,07/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Bantamweight,Gustavo Lopez,Anthony Birchak,Red,172.72,175.26,135,165.1,170.18,135,34,31
Darren Elkins vs Eduardo Garagorri,Darren Elkins,Eduardo Garagorri,Chris Tognoni,07/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Featherweight,Darren Elkins,Eduardo Garagorri,Red,175.26,177.8,145,177.8,180.34,145,31,36
Giga Chikadze vs Jamey Simmons,Giga Chikadze,Jamey Simmons,Herb Dean,07/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Featherweight,Giga Chikadze,Jamey Simmons,Red,167.64,177.8,145,182.88,187.96,145,28,32
Andrei Arlovski vs Tanner Boser,Andrei Arlovski,Tanner Boser,Mark Smith,07/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Heavyweight,Andrei Arlovski,Tanner Boser,Red,187.96,190.5,255,190.5,195.58,240,29,41
Alexandr Romanov vs Marcos Rogerio de Lima,Alexandr Romanov,Marcos Rogerio de Lima,Herb Dean,07/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Heavyweight,Alexandr Romanov,Marcos Rogerio de Lima,Red,185.42,190.5,253,187.96,190.5,262,35,29
Thiago Santos vs Glover Teixeira,Glover Teixeira,Thiago Santos,Herb Dean,07/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,LightHeavyweight,Thiago Santos,Glover Teixeira,Blue,187.96,193.04,205,187.96,193.04,205,41,36
Trevin Giles vs Bevon Lewis,Trevin Giles,Bevon Lewis,Mark Smith,07/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Trevin Giles,Bevon Lewis,Red,190.5,200.66,185,182.88,187.96,185,29,28
Max Griffin vs Ramiz Brahimaj,Max Griffin,Ramiz Brahimaj,Mark Smith,07/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Max Griffin,Ramiz Brahimaj,Red,177.8,182.88,170,180.34,193.04,170,27,34
Claudia Gadelha vs Yan Xiaonan,Yan Xiaonan,Claudia Gadelha,Jason Herzog,07/11/2020,USA,"Las Vegas, Nevada",Non Title Fight,Women Strawweight,Claudia Gadelha,Yan Xiaonan,Blue,165.1,160.02,115,162.56,160.02,115,31,31
Adrian Yanez vs Victor Rodriguez,Adrian Yanez,Victor Rodriguez,Herb Dean,31/10/2020,USA,"Las Vegas, Nevada",Non Title Fight,Bantamweight,Adrian Yanez,Victor Rodriguez,Red,165.1,170.18,135,170.18,177.8,135,28,26
Miles Johns vs Kevin Natividad,Miles Johns,Kevin Natividad,Chris Tognoni,31/10/2020,USA,"Las Vegas, Nevada",Non Title Fight,Bantamweight,Miles Johns,Kevin Natividad,Red,167.64,177.8,145,170.18,167.64,135,27,26
Bryce Mitchell vs Andre Fili,Bryce Mitchell,Andre Fili,Keith Peterson,31/10/2020,USA,"Las Vegas, Nevada",Non Title Fight,Featherweight,Bryce Mitchell,Andre Fili,Red,180.34,187.96,145,177.8,177.8,145,30,26
Maurice Greene vs Greg Hardy,Greg Hardy,Maurice Greene,Herb Dean,31/10/2020,USA,"Las Vegas, Nevada",Non Title Fight,Heavyweight,Maurice Greene,Greg Hardy,Blue,195.58,203.2,265,200.66,203.2,258,32,34
Dustin Jacoby vs Justin Ledet,Dustin Jacoby,Justin Ledet,Chris Tognoni,31/10/2020,USA,"Las Vegas, Nevada",Non Title Fight,LightHeavyweight,Dustin Jacoby,Justin Ledet,Red,193.04,203.2,205,190.5,193.04,205,32,32
Chris Gruetzemacher vs Alexander Hernandez,Alexander Hernandez,Chris Gruetzemacher,Mark Smith,31/10/2020,USA,"Las Vegas, Nevada",Non Title Fight,Lightweight,Chris Gruetzemacher,Alexander Hernandez,Blue,175.26,182.88,155,172.72,172.72,155,28,34
Bobby Green vs Thiago Moises,Thiago Moises,Bobby Green,Keith Peterson,31/10/2020,USA,"Las Vegas, Nevada",Non Title Fight,Lightweight,Bobby Green,Thiago Moises,Blue,175.26,177.8,155,177.8,180.34,155,25,34
Sean Strickland vs Jack Marshman,Sean Strickland,Jack Marshman,Keith Peterson,31/10/2020,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Sean Strickland,Jack Marshman,Red,182.88,185.42,185,185.42,193.04,185,30,29
Kevin Holland vs Charlie Ontiveros,Kevin Holland,Charlie Ontiveros,Mark Smith,31/10/2020,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Kevin Holland,Charlie Ontiveros,Red,187.96,198.12,185,190.5,205.74,185,29,27
Uriah Hall vs Anderson Silva,Uriah Hall,Anderson Silva,Herb Dean,31/10/2020,USA,"Las Vegas, Nevada",Non Title Fight,Middleweight,Uriah Hall,Anderson Silva,Red,187.96,195.58,185,182.88,200.66,185,45,36
Cole Williams vs Jason Witt,Jason Witt,Cole Williams,Mark Smith,31/10/2020,USA,"Las Vegas, Nevada",Non Title Fight,Welterweight,Cole Williams,Jason Witt,Blue,177.8,177.8,170,182.88,185.42,170,33,36
Nathaniel Wood vs Casey Kenney,Casey Kenney,Nathaniel Wood,Anders Ohlsson,24/10/2020,United Arab Emirates,Abu Dhabi,Non Title Fight,CatchWeight,Nathaniel Wood,Casey Kenney,Blue,170.18,172.72,140,167.64,175.26,140,29,27
Stefan Struve vs Tai Tuivasa,Tai Tuivasa,Stefan Struve,Jason Herzog,24/10/2020,United Arab Emirates,Abu Dhabi,Non Title Fight,Heavyweight,Stefan Struve,Tai Tuivasa,Blue,187.96,190.5,264,210.82,213.36,265,27,32
Alexander Volkov vs Walt Harris,Alexander Volkov,Walt Harris,Lukasz Bosacki,24/10/2020,United Arab Emirates,Abu Dhabi,Non Title Fight,Heavyweight,Alexander Volkov,Walt Harris,Red,195.58,195.58,250,200.66,203.2,250,37,32
Da-Un Jung vs Sam Alvey,,,Anders Ohlsson,24/10/2020,United Arab Emirates,Abu Dhabi,Non Title Fight,LightHeavyweight,Da-Un Jung,Sam Alvey,Draw,187.96,190.5,205,193.04,198.12,205,34,26
Magomed Ankalaev vs Ion Cutelaba,Magomed Ankalaev,Ion Cutelaba,Anders Ohlsson,24/10/2020,United Arab Emirates,Abu Dhabi,Non Title Fight,LightHeavyweight,Magomed Ankalaev,Ion Cutelaba,Red,185.42,190.5,205,190.5,190.5,205,26,28
Khabib Nurmagomedov vs Justin Gaethje,Khabib Nurmagomedov,Justin Gaethje,Jason Herzog,24/10/2020,United Arab Emirates,Abu Dhabi,Title Fight,Lightweight,Khabib Nurmagomedov,Justin Gaethje,Red,180.34,177.8,155,177.8,177.8,155,31,32
Joel Alvarez vs Alexander Yakovlev,Joel Alvarez,Alexander Yakovlev,Jason Herzog,24/10/2020,United Arab Emirates,Abu Dhabi,Non Title Fight,Lightweight,Joel Alvarez,Alexander Yakovlev,Red,190.5,187.96,155,190.5,195.58,155,36,26
Jacob Malkoun vs Phil Hawes,Phil Hawes,Jacob Malkoun,Jason Herzog,24/10/2020,United Arab Emirates,Abu Dhabi,Non Title Fight,Middleweight,Jacob Malkoun,Phil Hawes,Blue,182.88,195.58,185,175.26,185.42,185,31,25
Robert Whittaker vs Jared Cannonier,Robert Whittaker,Jared Cannonier,Anders Ohlsson,24/10/2020,United Arab Emirates,Abu Dhabi,Non Title Fight,Middleweight,Robert Whittaker,Jared Cannonier,Red,180.34,195.58,185,182.88,185.42,185,36,29
Alex Oliveira vs Shavkat Rakhmonov,Shavkat Rakhmonov,Alex Oliveira,Lukasz Bosacki,24/10/2020,United Arab Emirates,Abu Dhabi,Non Title Fight,Welterweight,Alex Oliveira,Shavkat Rakhmonov,Blue,185.42,195.58,170,180.34,193.04,170,26,32
Liana Jojua vs Miranda Maverick,Miranda Maverick,Liana Jojua,Lukasz Bosacki,24/10/2020,United Arab Emirates,Abu Dhabi,Non Title Fight,Women Flyweight,Liana Jojua,Miranda Maverick,Blue,160.02,165.1,125,162.56,157.48,125,23,25
Lauren Murphy vs Liliya Shakirova,Lauren Murphy,Liliya Shakirova,Lukasz Bosacki,24/10/2020,United Arab Emirates,Abu Dhabi,Non Title Fight,Women Flyweight,Lauren Murphy,Liliya Shakirova,Red,162.56,165.1,125,165.1,170.18,125,29,37
Said Nurmagomedov vs Mark Striegl,Said Nurmagomedov,Mark Striegl,Lukasz Bosacki,17/10/2020,United Arab Emirates,Abu Dhabi,Non Title Fight,Bantamweight,Said Nurmagomedov,Mark Striegl,Red,172.72,177.8,135,172.72,177.8,135,32,28
Thomas Almeida vs Jonathan Martinez,Jonathan Martinez,Thomas Almeida,Anders Ohlsson,17/10/2020,United Arab Emirates,Abu Dhabi,Non Title Fight,Featherweight,Thomas Almeida,Jonathan Martinez,Blue,172.72,177.8,135,170.18,177.8,145,26,29
